Time                  | Process | # Requests | Amt of Data Transferred
______________________________________________________________________
02/23/15 00:53:13:560 |         17 |                    4335
02/23/15 00:53:13:560 |         19 |                    4845
02/23/15 00:53:13:560 |         15 |                    3825
02/23/15 00:53:13:560 |         18 |                    4590
02/23/15 00:53:13:560 |         14 |                    3570
02/23/15 00:53:13:560 |         18 |                    4590
02/23/15 00:53:13:560 |         15 |                    3825
02/23/15 00:53:13:560 |         18 |                    4590
02/23/15 00:53:13:560 |         14 |                    3570
02/23/15 00:53:13:560 |         17 |                    4335
02/23/15 00:53:13:560 |         14 |                    3570
02/23/15 00:53:23:624 |         19 |                    4845
02/23/15 00:53:23:624 |         17 |                    4335
02/23/15 00:53:23:624 |         20 |                    5100
02/23/15 00:53:23:624 |         17 |                    4335
02/23/15 00:53:23:624 |         19 |                    4845
02/23/15 00:53:23:624 |         16 |                    4080
02/23/15 00:53:23:624 |         20 |                    5100
02/23/15 00:53:23:624 |         16 |                    4080
02/23/15 00:53:23:624 |         19 |                    4845
02/23/15 00:53:23:624 |         17 |                    4335
02/23/15 00:53:23:624 |         19 |                    4845
02/23/15 00:53:23:624 |         15 |                    3825
02/23/15 00:53:23:624 |         18 |                    4590
02/23/15 00:53:23:624 |         14 |                    3570
02/23/15 00:53:23:624 |         18 |                    4590
02/23/15 00:53:23:624 |         15 |                    3825
02/23/15 00:53:23:624 |         18 |                    4590
02/23/15 00:53:23:624 |         14 |                    3570
02/23/15 00:53:23:624 |         17 |                    4335
02/23/15 00:53:23:624 |         14 |                    3570
02/23/15 00:53:33:194 |         19 |                    4845
02/23/15 00:53:33:194 |         17 |                    4335
02/23/15 00:53:33:194 |         20 |                    5100
02/23/15 00:53:33:194 |         17 |                    4335
02/23/15 00:53:33:194 |         19 |                    4845
02/23/15 00:53:33:194 |         16 |                    4080
02/23/15 00:53:33:194 |         20 |                    5100
02/23/15 00:53:33:194 |         16 |                    4080
02/23/15 00:53:33:194 |         19 |                    4845
02/23/15 00:53:33:194 |         17 |                    4335
02/23/15 00:53:33:194 |         19 |                    4845
02/23/15 00:53:33:194 |         15 |                    3825
02/23/15 00:53:33:194 |         18 |                    4590
02/23/15 00:53:33:194 |         14 |                    3570
02/23/15 00:53:33:194 |         18 |                    4590
02/23/15 00:53:33:194 |         15 |                    3825
02/23/15 00:53:33:194 |         18 |                    4590
02/23/15 00:53:33:194 |         14 |                    3570
02/23/15 00:53:33:194 |         17 |                    4335
02/23/15 00:53:33:194 |         14 |                    3570
02/23/15 00:53:43:391 |         19 |                    4845
02/23/15 00:53:43:391 |         17 |                    4335
02/23/15 00:53:43:391 |         20 |                    5100
02/23/15 00:53:43:391 |         17 |                    4335
02/23/15 00:53:43:391 |         19 |                    4845
02/23/15 00:53:43:391 |         16 |                    4080
02/23/15 00:53:43:391 |         20 |                    5100
02/23/15 00:53:43:391 |         16 |                    4080
02/23/15 00:53:43:391 |         19 |                    4845
02/23/15 00:53:43:391 |         17 |                    4335
02/23/15 00:53:43:391 |         19 |                    4845
02/23/15 00:53:43:391 |         15 |                    3825
02/23/15 00:53:43:391 |         18 |                    4590
02/23/15 00:53:43:391 |         14 |                    3570
02/23/15 00:53:43:391 |         18 |                    4590
02/23/15 00:53:43:391 |         15 |                    3825
02/23/15 00:53:43:391 |         18 |                    4590
02/23/15 00:53:43:391 |         14 |                    3570
02/23/15 00:53:43:391 |         17 |                    4335
02/23/15 00:53:43:391 |         14 |                    3570
02/23/15 00:53:53:602 |         19 |                    4845
02/23/15 00:53:53:602 |         17 |                    4335
02/23/15 00:53:53:602 |         20 |                    5100
02/23/15 00:53:53:602 |         17 |                    4335
02/23/15 00:53:53:602 |         19 |                    4845
02/23/15 00:53:53:602 |         16 |                    4080
02/23/15 00:53:53:602 |         20 |                    5100
02/23/15 00:53:53:602 |         16 |                    4080
02/23/15 00:53:53:602 |         19 |                    4845
02/23/15 00:53:53:602 |         17 |                    4335
02/23/15 00:53:53:602 |         19 |                    4845
02/23/15 00:53:53:602 |         15 |                    3825
02/23/15 00:53:53:602 |         18 |                    4590
02/23/15 00:53:53:602 |         14 |                    3570
02/23/15 00:53:53:602 |         18 |                    4590
02/23/15 00:53:53:602 |         15 |                    3825
02/23/15 00:53:53:602 |         18 |                    4590
02/23/15 00:53:53:602 |         14 |                    3570
02/23/15 00:53:53:602 |         17 |                    4335
02/23/15 00:53:53:602 |         14 |                    3570
02/23/15 00:54:03:927 |         19 |                    4845
02/23/15 00:54:03:927 |         17 |                    4335
02/23/15 00:54:03:927 |         20 |                    5100
02/23/15 00:54:03:927 |         17 |                    4335
02/23/15 00:54:03:927 |         19 |                    4845
02/23/15 00:54:03:927 |         16 |                    4080
02/23/15 00:54:03:927 |         20 |                    5100
02/23/15 00:54:03:927 |         16 |                    4080
02/23/15 00:54:03:927 |         19 |                    4845
02/23/15 00:54:03:927 |         17 |                    4335
02/23/15 00:54:03:927 |         19 |                    4845
02/23/15 00:54:03:927 |         15 |                    3825
02/23/15 00:54:03:927 |         18 |                    4590
02/23/15 00:54:03:927 |         14 |                    3570
02/23/15 00:54:03:927 |         18 |                    4590
02/23/15 00:54:03:927 |         15 |                    3825
02/23/15 00:54:03:927 |         18 |                    4590
02/23/15 00:54:03:927 |         14 |                    3570
02/23/15 00:54:03:927 |         17 |                    4335
02/23/15 00:54:03:927 |         14 |                    3570
02/23/15 00:54:13:759 |         19 |                    4845
02/23/15 00:54:13:759 |         17 |                    4335
02/23/15 00:54:13:759 |         20 |                    5100
02/23/15 00:54:13:759 |         17 |                    4335
02/23/15 00:54:13:759 |         19 |                    4845
02/23/15 00:54:13:759 |         16 |                    4080
02/23/15 00:54:13:759 |         20 |                    5100
02/23/15 00:54:13:759 |         16 |                    4080
02/23/15 00:54:13:759 |         19 |                    4845
02/23/15 00:54:13:759 |         17 |                    4335
02/23/15 00:54:13:759 |         19 |                    4845
02/23/15 00:54:13:759 |         15 |                    3825
02/23/15 00:54:13:759 |         18 |                    4590
02/23/15 00:54:13:759 |         14 |                    3570
02/23/15 00:54:13:759 |         18 |                    4590
02/23/15 00:54:13:759 |         15 |                    3825
02/23/15 00:54:13:759 |         18 |                    4590
02/23/15 00:54:13:759 |         14 |                    3570
02/23/15 00:54:13:759 |         17 |                    4335
02/23/15 00:54:13:759 |         14 |                    3570
02/23/15 00:54:23:  2 |         19 |                    4845
02/23/15 00:54:23:  2 |         17 |                    4335
02/23/15 00:54:23:  2 |         20 |                    5100
02/23/15 00:54:23:  2 |         17 |                    4335
02/23/15 00:54:23:  2 |         19 |                    4845
02/23/15 00:54:23:  2 |         16 |                    4080
02/23/15 00:54:23:  2 |         20 |                    5100
02/23/15 00:54:23:  2 |         16 |                    4080
02/23/15 00:54:23:  2 |         19 |                    4845
02/23/15 00:54:23:  2 |         17 |                    4335
02/23/15 00:54:23:  2 |         19 |                    4845
02/23/15 00:54:23:  2 |         15 |                    3825
02/23/15 00:54:23:  2 |         18 |                    4590
02/23/15 00:54:23:  2 |         14 |                    3570
02/23/15 00:54:23:  2 |         18 |                    4590
02/23/15 00:54:23:  2 |         15 |                    3825
02/23/15 00:54:23:  2 |         18 |                    4590
02/23/15 00:54:23:  2 |         14 |                    3570
02/23/15 00:54:23:  2 |         17 |                    4335
02/23/15 00:54:23:  2 |         14 |                    3570
02/23/15 00:54:33:221 |         19 |                    4845
02/23/15 00:54:33:221 |         17 |                    4335
02/23/15 00:54:33:221 |         20 |                    5100
02/23/15 00:54:33:221 |         17 |                    4335
02/23/15 00:54:33:221 |         19 |                    4845
02/23/15 00:54:33:221 |         16 |                    4080
02/23/15 00:54:33:221 |         20 |                    5100
02/23/15 00:54:33:221 |         16 |                    4080
02/23/15 00:54:33:221 |         19 |                    4845
02/23/15 00:54:33:221 |         17 |                    4335
02/23/15 00:54:33:221 |         19 |                    4845
02/23/15 00:54:33:221 |         15 |                    3825
02/23/15 00:54:33:221 |         18 |                    4590
02/23/15 00:54:33:221 |         14 |                    3570
02/23/15 00:54:33:221 |         18 |                    4590
02/23/15 00:54:33:221 |         15 |                    3825
02/23/15 00:54:33:221 |         18 |                    4590
02/23/15 00:54:33:221 |         14 |                    3570
02/23/15 00:54:33:221 |         17 |                    4335
02/23/15 00:54:33:221 |         14 |                    3570
02/23/15 00:54:43:314 |         19 |                    4845
02/23/15 00:54:43:314 |         17 |                    4335
02/23/15 00:54:43:314 |         20 |                    5100
02/23/15 00:54:43:314 |         17 |                    4335
02/23/15 00:54:43:314 |         19 |                    4845
02/23/15 00:54:43:314 |         16 |                    4080
02/23/15 00:54:43:314 |         20 |                    5100
02/23/15 00:54:43:314 |         16 |                    4080
02/23/15 00:54:43:314 |         19 |                    4845
02/23/15 00:54:43:314 |         17 |                    4335
02/23/15 00:54:43:314 |         19 |                    4845
02/23/15 00:54:43:314 |         15 |                    3825
02/23/15 00:54:43:314 |         18 |                    4590
02/23/15 00:54:43:314 |         14 |                    3570
02/23/15 00:54:43:314 |         18 |                    4590
02/23/15 00:54:43:314 |         15 |                    3825
02/23/15 00:54:43:314 |         18 |                    4590
02/23/15 00:54:43:314 |         14 |                    3570
02/23/15 00:54:43:314 |         17 |                    4335
02/23/15 00:54:43:314 |         14 |                    3570
02/23/15 00:54:53:394 |         19 |                    4845
02/23/15 00:54:53:394 |         17 |                    4335
02/23/15 00:54:53:394 |         20 |                    5100
02/23/15 00:54:53:394 |         17 |                    4335
02/23/15 00:54:53:394 |         19 |                    4845
02/23/15 00:54:53:394 |         16 |                    4080
02/23/15 00:54:53:394 |         20 |                    5100
02/23/15 00:54:53:394 |         16 |                    4080
02/23/15 00:54:53:394 |         19 |                    4845
02/23/15 00:54:53:394 |         17 |                    4335
02/23/15 00:54:53:394 |         19 |                    4845
02/23/15 00:54:53:394 |         15 |                    3825
02/23/15 00:54:53:394 |         18 |                    4590
02/23/15 00:54:53:394 |         14 |                    3570
02/23/15 00:54:53:394 |         18 |                    4590
02/23/15 00:54:53:394 |         15 |                    3825
02/23/15 00:54:53:394 |         18 |                    4590
02/23/15 00:54:53:394 |         14 |                    3570
02/23/15 00:54:53:394 |         17 |                    4335
02/23/15 00:54:53:394 |         14 |                    3570
02/23/15 00:55:03:506 |         19 |                    4845
02/23/15 00:55:03:506 |         17 |                    4335
02/23/15 00:55:03:506 |         20 |                    5100
02/23/15 00:55:03:506 |         17 |                    4335
02/23/15 00:55:03:506 |         19 |                    4845
02/23/15 00:55:03:506 |         16 |                    4080
02/23/15 00:55:03:506 |         20 |                    5100
02/23/15 00:55:03:506 |         16 |                    4080
02/23/15 00:55:03:506 |         19 |                    4845
02/23/15 00:55:03:506 |         17 |                    4335
02/23/15 00:55:03:506 |         19 |                    4845
02/23/15 00:55:03:506 |         15 |                    3825
02/23/15 00:55:03:506 |         18 |                    4590
02/23/15 00:55:03:506 |         14 |                    3570
02/23/15 00:55:03:506 |         18 |                    4590
02/23/15 00:55:03:506 |         15 |                    3825
02/23/15 00:55:03:506 |         18 |                    4590
02/23/15 00:55:03:506 |         14 |                    3570
02/23/15 00:55:03:506 |         17 |                    4335
02/23/15 00:55:03:506 |         14 |                    3570
02/23/15 00:55:13:588 |         19 |                    4845
02/23/15 00:55:13:588 |         17 |                    4335
02/23/15 00:55:13:588 |         20 |                    5100
02/23/15 00:55:13:588 |         17 |                    4335
02/23/15 00:55:13:588 |         19 |                    4845
02/23/15 00:55:13:588 |         16 |                    4080
02/23/15 00:55:13:588 |         20 |                    5100
02/23/15 00:55:13:588 |         16 |                    4080
02/23/15 00:55:13:588 |         19 |                    4845
02/23/15 00:55:13:588 |         17 |                    4335
02/23/15 00:55:13:588 |         19 |                    4845
02/23/15 00:55:13:588 |         15 |                    3825
02/23/15 00:55:13:588 |         18 |                    4590
02/23/15 00:55:13:588 |         14 |                    3570
02/23/15 00:55:13:588 |         18 |                    4590
02/23/15 00:55:13:588 |         15 |                    3825
02/23/15 00:55:13:588 |         18 |                    4590
02/23/15 00:55:13:588 |         14 |                    3570
02/23/15 00:55:13:588 |         17 |                    4335
02/23/15 00:55:13:588 |         14 |                    3570
02/23/15 00:55:23:911 |         19 |                    4845
02/23/15 00:55:23:911 |         17 |                    4335
02/23/15 00:55:23:911 |         20 |                    5100
02/23/15 00:55:23:911 |         17 |                    4335
02/23/15 00:55:23:911 |         19 |                    4845
02/23/15 00:55:23:911 |         16 |                    4080
02/23/15 00:55:23:911 |         20 |                    5100
02/23/15 00:55:23:911 |         16 |                    4080
02/23/15 00:55:23:911 |         19 |                    4845
02/23/15 00:55:23:911 |         17 |                    4335
02/23/15 00:55:23:911 |         19 |                    4845
02/23/15 00:55:23:911 |         15 |                    3825
02/23/15 00:55:23:911 |         18 |                    4590
02/23/15 00:55:23:911 |         14 |                    3570
02/23/15 00:55:23:911 |         18 |                    4590
02/23/15 00:55:23:911 |         15 |                    3825
02/23/15 00:55:23:911 |         18 |                    4590
02/23/15 00:55:23:911 |         14 |                    3570
02/23/15 00:55:23:911 |         17 |                    4335
02/23/15 00:55:23:911 |         14 |                    3570
02/23/15 00:55:33:660 |         19 |                    4845
02/23/15 00:55:33:660 |         17 |                    4335
02/23/15 00:55:33:660 |         20 |                    5100
02/23/15 00:55:33:660 |         17 |                    4335
02/23/15 00:55:33:660 |         19 |                    4845
02/23/15 00:55:33:660 |         16 |                    4080
02/23/15 00:55:33:660 |         20 |                    5100
02/23/15 00:55:33:660 |         16 |                    4080
02/23/15 00:55:33:660 |         19 |                    4845
02/23/15 00:55:33:660 |         17 |                    4335
02/23/15 00:55:33:660 |         19 |                    4845
02/23/15 00:55:33:660 |         15 |                    3825
02/23/15 00:55:33:660 |         18 |                    4590
02/23/15 00:55:33:660 |         14 |                    3570
02/23/15 00:55:33:660 |         18 |                    4590
02/23/15 00:55:33:660 |         15 |                    3825
02/23/15 00:55:33:660 |         18 |                    4590
02/23/15 00:55:33:660 |         14 |                    3570
02/23/15 00:55:33:660 |         17 |                    4335
02/23/15 00:55:33:660 |         14 |                    3570
02/23/15 00:55:43:240 |         19 |                    4845
02/23/15 00:55:43:240 |         17 |                    4335
02/23/15 00:55:43:240 |         20 |                    5100
02/23/15 00:55:43:240 |         17 |                    4335
02/23/15 00:55:43:240 |         19 |                    4845
02/23/15 00:55:43:240 |         16 |                    4080
02/23/15 00:55:43:240 |         20 |                    5100
02/23/15 00:55:43:240 |         16 |                    4080
02/23/15 00:55:43:240 |         19 |                    4845
02/23/15 00:55:43:240 |         17 |                    4335
02/23/15 00:55:43:240 |         19 |                    4845
02/23/15 00:55:43:240 |         15 |                    3825
02/23/15 00:55:43:240 |         18 |                    4590
02/23/15 00:55:43:240 |         14 |                    3570
02/23/15 00:55:43:240 |         18 |                    4590
02/23/15 00:55:43:240 |         15 |                    3825
02/23/15 00:55:43:240 |         18 |                    4590
02/23/15 00:55:43:240 |         14 |                    3570
02/23/15 00:55:43:240 |         17 |                    4335
02/23/15 00:55:43:240 |         14 |                    3570
02/23/15 00:55:53:318 |         19 |                    4845
02/23/15 00:55:53:318 |         17 |                    4335
02/23/15 00:55:53:318 |         20 |                    5100
02/23/15 00:55:53:318 |         17 |                    4335
02/23/15 00:55:53:318 |         19 |                    4845
02/23/15 00:55:53:318 |         16 |                    4080
02/23/15 00:55:53:318 |         20 |                    5100
02/23/15 00:55:53:318 |         16 |                    4080
02/23/15 00:55:53:318 |         19 |                    4845
02/23/15 00:55:53:318 |         17 |                    4335
02/23/15 00:55:53:318 |         19 |                    4845
02/23/15 00:55:53:318 |         15 |                    3825
02/23/15 00:55:53:318 |         18 |                    4590
02/23/15 00:55:53:318 |         14 |                    3570
02/23/15 00:55:53:318 |         18 |                    4590
02/23/15 00:55:53:318 |         15 |                    3825
02/23/15 00:55:53:318 |         18 |                    4590
02/23/15 00:55:53:318 |         14 |                    3570
02/23/15 00:55:53:318 |         17 |                    4335
02/23/15 00:55:53:318 |         14 |                    3570
02/23/15 00:56:03:408 |         19 |                    4845
02/23/15 00:56:03:408 |         17 |                    4335
02/23/15 00:56:03:408 |         20 |                    5100
02/23/15 00:56:03:408 |         17 |                    4335
02/23/15 00:56:03:408 |         19 |                    4845
02/23/15 00:56:03:408 |         16 |                    4080
02/23/15 00:56:03:408 |         20 |                    5100
02/23/15 00:56:03:408 |         16 |                    4080
02/23/15 00:56:03:408 |         19 |                    4845
02/23/15 00:56:03:408 |         17 |                    4335
02/23/15 00:56:03:408 |         19 |                    4845
02/23/15 00:56:03:408 |         15 |                    3825
02/23/15 00:56:03:408 |         18 |                    4590
02/23/15 00:56:03:408 |         14 |                    3570
02/23/15 00:56:03:408 |         18 |                    4590
02/23/15 00:56:03:408 |         15 |                    3825
02/23/15 00:56:03:408 |         18 |                    4590
02/23/15 00:56:03:408 |         14 |                    3570
02/23/15 00:56:03:408 |         17 |                    4335
02/23/15 00:56:03:408 |         14 |                    3570
02/23/15 00:56:13:432 |         19 |                    4845
02/23/15 00:56:13:432 |         17 |                    4335
02/23/15 00:56:13:432 |         20 |                    5100
02/23/15 00:56:13:432 |         17 |                    4335
02/23/15 00:56:13:432 |         19 |                    4845
02/23/15 00:56:13:432 |         16 |                    4080
02/23/15 00:56:13:432 |         20 |                    5100
02/23/15 00:56:13:432 |         16 |                    4080
02/23/15 00:56:13:432 |         19 |                    4845
02/23/15 00:56:13:432 |         17 |                    4335
02/23/15 00:56:13:432 |         19 |                    4845
02/23/15 00:56:13:432 |         15 |                    3825
02/23/15 00:56:13:432 |         18 |                    4590
02/23/15 00:56:13:432 |         14 |                    3570
02/23/15 00:56:13:432 |         18 |                    4590
02/23/15 00:56:13:432 |         15 |                    3825
02/23/15 00:56:13:432 |         18 |                    4590
02/23/15 00:56:13:432 |         14 |                    3570
02/23/15 00:56:13:432 |         17 |                    4335
02/23/15 00:56:13:432 |         14 |                    3570
02/23/15 00:56:23:443 |         19 |                    4845
02/23/15 00:56:23:443 |         17 |                    4335
02/23/15 00:56:23:443 |         20 |                    5100
02/23/15 00:56:23:443 |         17 |                    4335
02/23/15 00:56:23:443 |         19 |                    4845
02/23/15 00:56:23:443 |         16 |                    4080
02/23/15 00:56:23:443 |         20 |                    5100
02/23/15 00:56:23:443 |         16 |                    4080
02/23/15 00:56:23:443 |         19 |                    4845
02/23/15 00:56:23:443 |         17 |                    4335
02/23/15 00:56:23:443 |         19 |                    4845
02/23/15 00:56:23:443 |         15 |                    3825
02/23/15 00:56:23:443 |         18 |                    4590
02/23/15 00:56:23:443 |         14 |                    3570
02/23/15 00:56:23:443 |         18 |                    4590
02/23/15 00:56:23:443 |         15 |                    3825
02/23/15 00:56:23:443 |         18 |                    4590
02/23/15 00:56:23:443 |         14 |                    3570
02/23/15 00:56:23:443 |         17 |                    4335
02/23/15 00:56:23:443 |         14 |                    3570
02/23/15 00:56:33:527 |         19 |                    4845
02/23/15 00:56:33:527 |         17 |                    4335
02/23/15 00:56:33:527 |         20 |                    5100
02/23/15 00:56:33:527 |         17 |                    4335
02/23/15 00:56:33:527 |         19 |                    4845
02/23/15 00:56:33:527 |         16 |                    4080
02/23/15 00:56:33:527 |         20 |                    5100
02/23/15 00:56:33:527 |         16 |                    4080
02/23/15 00:56:33:527 |         19 |                    4845
02/23/15 00:56:33:527 |         17 |                    4335
02/23/15 00:56:33:527 |         19 |                    4845
02/23/15 00:56:33:527 |         15 |                    3825
02/23/15 00:56:33:527 |         18 |                    4590
02/23/15 00:56:33:527 |         14 |                    3570
02/23/15 00:56:33:527 |         18 |                    4590
02/23/15 00:56:33:527 |         15 |                    3825
02/23/15 00:56:33:527 |         18 |                    4590
02/23/15 00:56:33:527 |         14 |                    3570
02/23/15 00:56:33:527 |         17 |                    4335
02/23/15 00:56:33:527 |         14 |                    3570
02/23/15 00:56:43:652 |         19 |                    4845
02/23/15 00:56:43:652 |         17 |                    4335
02/23/15 00:56:43:652 |         20 |                    5100
02/23/15 00:56:43:652 |         17 |                    4335
02/23/15 00:56:43:652 |         19 |                    4845
02/23/15 00:56:43:652 |         16 |                    4080
02/23/15 00:56:43:652 |         20 |                    5100
02/23/15 00:56:43:652 |         16 |                    4080
02/23/15 00:56:43:652 |         19 |                    4845
02/23/15 00:56:43:652 |         17 |                    4335
02/23/15 00:56:43:652 |         19 |                    4845
02/23/15 00:56:43:652 |         15 |                    3825
02/23/15 00:56:43:652 |         18 |                    4590
02/23/15 00:56:43:652 |         14 |                    3570
02/23/15 00:56:43:652 |         18 |                    4590
02/23/15 00:56:43:652 |         15 |                    3825
02/23/15 00:56:43:652 |         18 |                    4590
02/23/15 00:56:43:652 |         14 |                    3570
02/23/15 00:56:43:652 |         17 |                    4335
02/23/15 00:56:43:652 |         14 |                    3570
02/23/15 00:56:53:674 |         19 |                    4845
02/23/15 00:56:53:674 |         17 |                    4335
02/23/15 00:56:53:674 |         20 |                    5100
02/23/15 00:56:53:674 |         17 |                    4335
02/23/15 00:56:53:674 |         19 |                    4845
02/23/15 00:56:53:674 |         16 |                    4080
02/23/15 00:56:53:674 |         20 |                    5100
02/23/15 00:56:53:674 |         16 |                    4080
02/23/15 00:56:53:674 |         19 |                    4845
02/23/15 00:56:53:674 |         17 |                    4335
02/23/15 00:56:53:674 |         19 |                    4845
02/23/15 00:56:53:674 |         15 |                    3825
02/23/15 00:56:53:674 |         18 |                    4590
02/23/15 00:56:53:674 |         14 |                    3570
02/23/15 00:56:53:674 |         18 |                    4590
02/23/15 00:56:53:674 |         15 |                    3825
02/23/15 00:56:53:674 |         18 |                    4590
02/23/15 00:56:53:674 |         14 |                    3570
02/23/15 00:56:53:674 |         17 |                    4335
02/23/15 00:56:53:674 |         14 |                    3570
02/23/15 00:57:03:305 |         19 |                    4845
02/23/15 00:57:03:305 |         17 |                    4335
02/23/15 00:57:03:305 |         20 |                    5100
02/23/15 00:57:03:305 |         17 |                    4335
02/23/15 00:57:03:305 |         19 |                    4845
02/23/15 00:57:03:305 |         16 |                    4080
02/23/15 00:57:03:305 |         20 |                    5100
02/23/15 00:57:03:305 |         16 |                    4080
02/23/15 00:57:03:305 |         19 |                    4845
02/23/15 00:57:03:305 |         17 |                    4335
02/23/15 00:57:03:305 |         19 |                    4845
02/23/15 00:57:03:305 |         15 |                    3825
02/23/15 00:57:03:305 |         18 |                    4590
02/23/15 00:57:03:305 |         14 |                    3570
02/23/15 00:57:03:305 |         18 |                    4590
02/23/15 00:57:03:305 |         15 |                    3825
02/23/15 00:57:03:305 |         18 |                    4590
